coin,short_venue,long_venue,long_leg_n,hours,days,pos_frac,median_spread_apr,mean_spread_apr,p25_spread_apr,slope_apr_pts_day,short_leg_median_apr,long_leg_median_apr,rt_stress_pct,net_apr_30d_pct,net_apr_14d_pct,breakeven_days,short_venue_reachable,long_venue_reachable
KAIA,binance,WhiteBIT,334,1437,59.9,0.0,0.0,-6.1,-0.6,0.01,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
KAIA,binance,KuCoin,334,1153,48.0,0.361,0.0,8.4,0.0,0.21,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
KAIA,binance,LBank,334,801,33.4,0.05,0.0,0.0,0.0,-0.003,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
KAIA,binance,Variational,334,801,33.4,0.755,0.0,-3.9,0.0,0.402,10.9,10.9,0.4,-4.9,-10.4,9.838263505978427e+16,untested,blocked
KAITO,binance,Bitunix,164,1437,59.9,0.048,0.0,-0.1,0.0,-0.008,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
KAITO,binance,GRVT,164,1437,59.9,0.025,0.0,-2.7,0.0,-0.272,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
KAITO,binance,MEXC,164,1437,59.9,0.034,0.0,-0.0,0.0,-0.001,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
KAITO,binance,WhiteBIT,164,1437,59.9,0.019,0.0,-1.6,0.0,-0.461,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
KAITO,binance,KuCoin,164,1153,48.0,0.118,0.0,0.6,0.0,-0.159,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
KAITO,bitget,Pacifica,164,189,7.9,0.365,0.0,4.6,-2.6,1.344,10.9,9.9,0.42,-5.1,-10.9,,untested,blocked
KMNO,binance,BingX,360,1437,59.9,0.095,0.0,-12.5,-10.6,-0.025,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
KMNO,binance,Bitunix,360,1437,59.9,0.206,0.0,-1.8,0.0,0.062,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
KMNO,binance,MEXC,360,1437,59.9,0.184,0.0,-0.0,0.0,-0.0,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
KMNO,binance,WhiteBIT,360,1437,59.9,0.0,0.0,-20.0,-11.7,-0.054,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
KMNO,binance,LBank,360,801,33.4,0.07,0.0,0.0,0.0,-0.009,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
KMNO,binance,Variational,360,801,33.4,0.71,0.0,-4.5,-4.2,0.21,10.9,10.9,0.4,-4.9,-10.4,9.838263505978427e+16,untested,blocked
KSM,binance,BingX,172,1433,59.7,0.033,0.0,-5.0,-7.8,0.074,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
KSM,binance,Bitunix,172,1433,59.7,0.229,0.0,-2.8,-0.2,0.011,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
KSM,binance,KuCoin,172,1433,59.7,0.112,0.0,-3.0,-11.7,-0.2,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
KSM,binance,MEXC,172,1433,59.7,0.084,0.0,-4.0,-4.4,0.173,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
KSM,binance,WhiteBIT,172,1433,59.7,0.0,0.0,-6.2,-11.0,0.105,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
KSM,binance,LBank,172,801,33.4,0.09,0.0,-1.5,0.0,0.207,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
KSTR,binance,MEXC,180,1433,59.7,0.257,0.0,0.6,0.0,-0.015,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
KSTR,binance,LBank,180,801,33.4,0.01,0.0,0.4,0.0,-0.062,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
KSTR,binance,Variational,180,801,33.4,0.18,0.0,0.3,0.0,-0.051,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
KSTR,binance,tradeXYZ,180,793,33.0,0.172,0.0,-8.7,0.0,0.323,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
LINEA,binance,ApeX,183,1437,59.9,0.0,0.0,-1.2,0.0,0.069,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
LINEA,binance,Backpack,183,1437,59.9,0.177,0.0,7.5,0.0,-0.709,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
LINEA,binance,BingX,183,1437,59.9,0.003,0.0,-1.0,0.0,0.058,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
LINEA,binance,Bitunix,183,1437,59.9,0.067,0.0,-0.0,0.0,-0.0,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
LINEA,binance,GRVT,183,1437,59.9,0.0,0.0,-1.2,0.0,0.069,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
LINEA,binance,MEXC,183,1437,59.9,0.064,0.0,0.0,0.0,-0.0,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
LINEA,binance,WhiteBIT,183,1437,59.9,0.0,0.0,-1.2,0.0,0.069,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
LINEA,binance,KuCoin,183,1153,48.0,0.01,0.0,-0.1,0.0,0.013,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
LINEA,binance,LBank,183,189,7.9,0.0,0.0,0.0,0.0,0.0,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
LINEA,binance,Variational,183,189,7.9,1.0,0.0,1.0,0.0,0.167,10.9,10.9,0.4,-4.9,-10.4,9.838263505978427e+16,untested,blocked
LLY,binance,GRVT,186,1433,59.7,0.027,0.0,-5.7,0.0,0.204,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
LLY,binance,HTX,186,1433,59.7,0.064,0.0,-2.1,-10.9,0.209,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
LLY,binance,LBank,186,801,33.4,0.001,0.0,0.0,0.0,-0.0,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
LLY,binance,Variational,186,801,33.4,0.06,0.0,0.4,0.0,0.024,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
LLY,binance,MEXC,186,777,32.4,0.072,0.0,1.4,0.0,-0.043,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
LYN,binance,Bitunix,360,1437,59.9,0.295,0.0,1.2,-3.7,0.015,34.7,32.3,0.4,-4.9,-10.4,,untested,blocked
LYN,binance,MEXC,360,1437,59.9,0.423,0.0,0.2,-0.2,-0.008,34.7,34.6,0.4,-4.9,-10.4,,untested,blocked
LYN,binance,LBank,360,801,33.4,0.09,0.0,0.4,0.0,-0.06,58.2,58.2,0.4,-4.9,-10.4,,untested,blocked
MANA,okx,BingX,139,1433,59.7,0.112,0.0,-6.4,-12.5,0.286,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
MANA,okx,KuCoin,139,1433,59.7,0.089,0.0,-5.0,-9.6,0.29,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
MANA,okx,WhiteBIT,139,1433,59.7,0.0,0.0,-7.5,-15.3,0.296,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
MEGA,binance,ApeX,145,1437,59.9,0.038,0.0,-0.3,0.0,0.036,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
MEGA,binance,Backpack,145,1437,59.9,0.058,0.0,-8.6,0.0,0.39,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
MEGA,binance,Pacifica,145,1437,59.9,0.0,0.0,-0.7,0.0,0.038,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
MEGA,binance,BingX,145,1437,59.9,0.0,0.0,-0.7,0.0,0.038,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
MEGA,binance,GRVT,145,1437,59.9,0.0,0.0,-0.7,0.0,0.038,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
MEGA,binance,MEXC,145,1437,59.9,0.084,0.0,0.6,0.0,-0.047,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
MEGA,binance,WhiteBIT,145,1437,59.9,0.0,0.0,-0.7,0.0,0.038,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
MEGA,binance,KuCoin,145,1153,48.0,0.003,0.0,-0.7,0.0,0.085,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
MEGA,binance,LBank,145,189,7.9,0.0,0.0,0.0,0.0,0.0,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
MEGA,binance,Variational,145,189,7.9,1.0,0.0,1.9,0.0,1.076,10.9,10.9,0.4,-4.9,-10.4,9.838263505978427e+16,untested,blocked
MERL,binance,BingX,274,1437,59.9,0.0,0.0,-15.4,-32.2,-0.406,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
MERL,binance,Bitunix,274,1437,59.9,0.0,0.0,0.0,0.0,0.0,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
MERL,binance,MEXC,274,1437,59.9,0.0,0.0,0.0,0.0,0.0,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
MERL,binance,WhiteBIT,274,1437,59.9,0.0,0.0,0.0,0.0,0.0,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
MERL,binance,KuCoin,274,1153,48.0,0.01,0.0,-1.6,0.0,0.148,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
MET,binance,ApeX,185,1437,59.9,0.0,0.0,-1.2,0.0,-0.016,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
MET,binance,Bitunix,185,1437,59.9,0.064,0.0,-0.0,0.0,-0.004,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
MET,binance,MEXC,185,1437,59.9,0.061,0.0,0.0,0.0,-0.0,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
MET,binance,WhiteBIT,185,1437,59.9,0.0,0.0,-1.2,0.0,-0.016,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
MET,binance,KuCoin,185,1153,48.0,0.154,0.0,5.5,0.0,-0.417,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
MEW,binance,BingX,326,1437,59.9,0.028,0.0,-5.3,0.0,-0.08,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
MEW,binance,Bitunix,326,1437,59.9,0.209,0.0,0.4,0.0,0.01,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
MEW,binance,MEXC,326,1437,59.9,0.078,0.0,-1.7,0.0,-0.107,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
MEW,binance,WhiteBIT,326,1437,59.9,0.0,0.0,-5.8,0.0,-0.061,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
MEW,binance,KuCoin,326,1153,48.0,0.354,0.0,10.5,0.0,0.012,10.9,10.9,0.4,-4.9,-10.4,,untested,reachable
MEW,binance,LBank,326,801,33.4,0.02,0.0,-2.9,0.0,-0.183,10.9,10.9,0.4,-4.9,-10.4,,untested,blocked
MRVL,binance,GRVT,275,1417,59.0,0.091,0.0,-13.7,-11.8,0.833,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
MRVL,binance,HTX,275,1417,59.0,0.277,0.0,3.1,0.0,0.099,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
MRVL,binance,LBank,275,785,32.7,0.183,0.0,0.9,0.0,-0.034,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
MRVL,binance,Variational,275,785,32.7,0.256,0.0,1.2,0.0,0.01,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
MRVL,okx,MEXC,106,185,7.7,0.303,0.0,0.3,-12.6,1.453,16.1,0.0,0.4,-4.9,-10.4,,untested,blocked
NKE,bitget,LBank,180,801,33.4,0.0,0.0,-1.5,0.0,0.264,0.0,0.0,0.42,-5.1,-10.9,,untested,blocked
NKE,bitget,MEXC,180,777,32.4,0.041,0.0,13.0,0.0,2.278,0.0,0.0,0.42,-5.1,-10.9,,untested,blocked
NOW,binance,GRVT,167,1433,59.7,0.011,0.0,-4.9,-2.0,0.124,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
NOW,binance,HTX,167,1433,59.7,0.061,0.0,-1.6,-10.9,0.27,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
NOW,binance,LBank,167,801,33.4,0.04,0.0,0.0,0.0,-0.0,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
NOW,binance,MEXC,167,745,31.0,0.054,0.0,0.0,0.0,-0.001,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
PAYP,binance,GRVT,180,1433,59.7,0.207,0.0,0.1,0.0,0.751,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
PAYP,binance,HTX,180,1433,59.7,0.078,0.0,-10.1,-10.9,0.234,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
PAYP,binance,LBank,180,801,33.4,0.01,0.0,0.0,0.0,-0.001,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
PAYP,binance,Variational,180,801,33.4,0.17,0.0,1.7,0.0,-0.001,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
PAYP,binance,MEXC,180,777,32.4,0.144,0.0,0.0,0.0,-0.004,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
PYPL,binance,LBank,106,801,33.4,0.01,0.0,0.0,0.0,-0.0,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
PYPL,binance,HTX,106,785,32.7,0.022,0.0,-0.6,0.0,0.163,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
PYPL,binance,MEXC,106,777,32.4,0.032,0.0,-0.0,0.0,0.001,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
QNTX,binance,GRVT,180,1433,59.7,0.134,0.0,-17.4,-40.2,-0.188,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
QNTX,binance,HTX,180,1433,59.7,0.274,0.0,6.8,-10.9,0.756,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
QNTX,binance,LBank,180,801,33.4,0.25,0.0,10.4,0.0,0.952,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
QNTX,binance,Variational,180,801,33.4,0.31,0.0,3.2,0.0,0.383,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
QQQ,binance,GRVT,279,1417,59.0,0.113,0.0,-15.6,-23.5,0.743,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
QQQ,binance,HTX,279,1417,59.0,0.243,0.0,1.8,0.0,0.084,0.0,0.0,0.4,-4.9,-10.4,,untested,reachable
QQQ,binance,LBank,279,785,32.7,0.154,0.0,1.4,0.0,0.062,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
QQQ,binance,Variational,279,785,32.7,0.205,0.0,1.4,0.0,0.064,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
QQQ,binance,MEXC,279,761,31.7,0.159,0.0,1.4,0.0,0.062,0.0,0.0,0.4,-4.9,-10.4,,untested,blocked
KAITO,binance,Orderly,164,1069,44.5,0.008,-0.1,-5.2,-0.1,-0.6,10.9,11.0,0.4,-4.9,-10.5,,untested,reachable
CHZ,aster,Crypto.com,912,1440,60.0,0.408,-0.2,11.3,-0.2,-0.203,10.9,11.2,0.38,-4.8,-10.1,,untested,reachable
XPT,edgeX,aster,540,1421,59.2,0.468,-0.3,0.5,-1.8,-0.231,-0.1,0.0,0.38,-4.9,-10.2,,blocked,untested
ORCL,Bitunix,binance,275,1417,59.0,0.317,-0.3,2.6,-1.5,-0.333,-0.3,0.0,0.4,-5.2,-10.7,,blocked,untested
XAG,okx,BingX,91,185,7.7,0.308,-0.4,-5.4,-14.7,0.251,16.1,20.4,0.4,-5.3,-10.9,,untested,reachable
TSLA,okx,Lighter,97,1433,59.7,0.133,-0.4,0.8,-3.5,0.022,3.1,3.5,0.4,-5.3,-10.8,,untested,blocked
DOGE,bitget,Extended,270,1417,59.0,0.056,-0.4,-2.1,-2.8,0.069,10.9,11.4,0.42,-5.5,-11.4,,untested,blocked
ATOM,aster,Extended,270,1417,59.0,0.212,-0.4,-26.7,-83.7,-1.239,10.9,11.4,0.38,-5.1,-10.3,,untested,blocked
AERO,binance,Extended,539,1421,59.2,0.042,-0.4,-12.1,-17.5,0.175,10.9,11.4,0.4,-5.3,-10.9,,untested,blocked
EIGEN,binance,Extended,152,1437,59.9,0.013,-0.4,-1.7,-0.4,0.077,10.9,11.4,0.4,-5.3,-10.9,,untested,blocked
1000PEPE,binance,Extended,180,1433,59.7,0.115,-0.4,-3.9,-6.6,0.182,10.9,11.4,0.4,-5.3,-10.9,,untested,blocked
BEAT,binance,Extended,539,1001,41.7,0.3,-0.4,-1.7,-8.4,0.215,10.9,11.4,0.4,-5.3,-10.9,,untested,blocked
GRAM,binance,Extended,367,173,7.2,0.0,-0.4,-0.4,-0.4,0.0,10.9,11.4,0.4,-5.3,-10.9,,untested,blocked
HBAR,bitget,Coinbase,270,1417,59.0,0.327,-0.4,0.9,-2.2,-0.118,10.9,11.4,0.42,-5.5,-11.4,,untested,blocked
APT,bitget,Extended,270,1417,59.0,0.116,-0.4,-3.6,-6.7,0.131,10.9,11.4,0.42,-5.5,-11.4,,untested,blocked
BCH,hl,Extended,589,1440,60.0,0.1,-0.4,-0.2,-0.4,-0.038,10.9,11.4,0.39,-5.2,-10.6,,untested,blocked
CHIP,binance,Extended,157,1437,59.9,0.054,-0.4,-0.4,-0.4,-0.012,10.9,11.4,0.4,-5.3,-10.9,,untested,blocked
ETC,bitget,Extended,270,1417,59.0,0.114,-0.4,3.6,-0.5,-0.173,10.9,11.4,0.42,-5.5,-11.4,,untested,blocked
EVAA,binance,Extended,360,1017,42.4,0.298,-0.4,-17.2,-25.6,1.536,16.1,29.8,0.4,-5.3,-10.9,,untested,blocked
INX,aster,Extended,1269,1018,42.4,0.421,-0.4,-21.0,-69.4,4.04,36.3,25.4,0.38,-5.1,-10.3,,untested,blocked
JELLYJELLY,binance,Extended,360,1017,42.4,0.195,-0.4,-47.0,-58.3,4.181,10.9,23.7,0.4,-5.3,-10.9,,untested,blocked
KAIA,binance,Extended,334,989,41.2,0.373,-0.4,49.7,-0.4,-4.571,10.9,11.4,0.4,-5.3,-10.9,,untested,blocked
KAITO,binance,Extended,164,1437,59.9,0.087,-0.4,0.7,-0.4,0.071,10.9,11.4,0.4,-5.3,-10.9,,untested,blocked
KSM,binance,Extended,172,985,41.0,0.378,-0.4,36.0,-0.4,-3.553,10.9,11.4,0.4,-5.3,-10.9,,untested,blocked
LINEA,binance,Extended,183,1437,59.9,0.06,-0.4,-0.6,-0.4,0.012,10.9,11.4,0.4,-5.3,-10.9,,untested,blocked
LYN,binance,Extended,360,1017,42.4,0.383,-0.4,-26.8,-50.2,2.286,51.6,67.5,0.4,-5.3,-10.9,,untested,blocked
MEGA,binance,Extended,145,1437,59.9,0.003,-0.4,-1.1,-0.4,0.037,10.9,11.4,0.4,-5.3,-10.9,,untested,blocked
BTW,binance,LBank,532,785,32.7,0.434,-0.5,-1.7,-3.7,0.113,104.3,102.3,0.4,-5.4,-10.9,,untested,blocked
BTW,binance,Extended,532,185,7.7,0.47,-0.5,-0.5,-8.3,0.686,59.9,60.4,0.4,-5.3,-10.9,,untested,blocked
SHOP,Bitunix,binance,48,377,15.7,0.257,-0.6,1.2,-5.3,0.266,-0.6,0.0,0.4,-5.5,-11.1,,blocked,untested
MINA,binance,Crypto.com,157,1433,59.7,0.498,-0.6,4.2,-50.6,-0.16,10.9,0.0,0.4,-5.5,-11.1,,untested,reachable
PYPL,Bitunix,binance,106,801,33.4,0.03,-0.8,-1.3,-2.2,0.098,-0.8,0.0,0.4,-5.7,-11.2,,blocked,untested
H,binance,Extended,298,1017,42.4,0.205,-0.8,-36.6,-52.1,3.209,50.8,101.6,0.4,-5.7,-11.2,,untested,blocked
MSFT,okx,tradeXYZ,115,1433,59.7,0.484,-0.8,5.6,-5.5,0.451,0.0,5.5,0.4,-5.7,-11.2,,untested,blocked
CL,aster,KuCoin,540,1137,47.4,0.49,-0.9,22.6,-10.9,0.92,0.0,-4.4,0.38,-5.5,-10.8,,untested,reachable
RKLB,Bitunix,aster,270,1417,59.0,0.373,-1.0,1.9,-4.3,-0.014,-1.0,0.0,0.38,-5.6,-10.9,,blocked,untested
BX,okx,tradeXYZ,180,1433,59.7,0.48,-1.6,3.0,-15.4,-0.14,0.0,1.3,0.4,-6.5,-12.0,,untested,blocked
TSLA,okx,Nado,97,1433,59.7,0.331,-1.7,1.0,-1.7,-0.073,3.1,4.8,0.4,-6.6,-12.1,,untested,reachable
KAITO,binance,edgeX,164,1025,42.7,0.091,-1.7,-1.6,-1.7,-0.009,10.9,12.7,0.4,-6.6,-12.1,,untested,blocked
XPT,okx,Extended,128,1433,59.7,0.493,-1.8,-1.9,-3.5,0.109,7.2,3.5,0.4,-6.7,-12.2,,untested,blocked
CRCL,binance,BingX,270,761,31.7,0.231,-1.8,-3.1,-4.9,-0.139,0.0,1.8,0.4,-6.6,-12.2,,untested,reachable
CRCL,aster,Nado,270,169,7.0,0.456,-1.9,-4.3,-18.8,1.036,0.0,13.7,0.38,-6.5,-11.8,,untested,reachable
XPD,Bitunix,binance,297,1437,59.9,0.345,-2.0,-2.7,-5.3,0.053,-1.8,0.0,0.4,-6.9,-12.5,,blocked,untested
KIOXIA,okx,BingX,180,777,32.4,0.453,-2.0,-9.5,-10.9,1.356,0.0,10.9,0.4,-6.8,-12.4,,untested,reachable
HYPE,binance,edgeX,539,1421,59.2,0.26,-2.1,-3.3,-3.2,0.05,10.9,13.0,0.4,-6.9,-12.5,,untested,blocked
MSTR,bybit,Extended,270,169,7.0,0.444,-2.1,-2.7,-3.5,-0.564,3.4,3.5,0.41,-7.1,-12.8,,untested,blocked
ADA,Crypto.com,binance,270,1417,59.0,0.409,-2.2,-4.6,-4.9,-0.17,8.8,5.0,0.4,-7.0,-12.6,,reachable,untested
QCOM,Bitunix,binance,138,1433,59.7,0.117,-2.2,-2.1,-3.2,0.023,-2.2,0.0,0.4,-7.1,-12.7,,blocked,untested
LTC,KuCoin,binance,270,1417,59.0,0.277,-2.5,-3.3,-8.6,-0.122,-1.9,5.0,0.4,-7.3,-12.9,,reachable,untested
INJ,aster,MEXC,270,1417,59.0,0.435,-2.5,-4.4,-9.6,-0.208,10.9,10.6,0.38,-7.1,-12.4,,untested,blocked
JASMY,bitget,Coinbase,150,1433,59.7,0.449,-2.5,1.3,-6.9,-0.453,10.9,11.4,0.42,-7.6,-13.5,,untested,blocked
TSLA,Bitunix,binance,270,1417,59.0,0.096,-2.6,-2.9,-2.6,-0.065,-2.6,0.0,0.4,-7.5,-13.0,,blocked,untested
TSLA,binance,BingX,270,169,7.0,0.29,-2.6,-6.3,-10.9,-2.22,6.1,10.9,0.4,-7.5,-13.0,,untested,reachable
DOS,aster,BingX,509,507,21.1,0.227,-2.6,-6.3,-57.6,-2.807,-1.3,10.9,0.38,-7.3,-12.5,,untested,reachable
HOME,bybit,Orderly,476,745,31.0,0.349,-3.1,-242.0,-114.3,3.732,10.9,0.0,0.41,-8.1,-13.8,,untested,reachable
JUP,bybit,Coinbase,540,1421,59.2,0.243,-3.1,0.5,-4.8,0.043,10.9,14.0,0.41,-8.1,-13.8,,untested,blocked
MRVL,Nado,binance,275,1417,59.0,0.312,-3.5,-1.3,-9.8,0.021,-3.5,0.0,0.4,-8.3,-13.9,,reachable,untested
XAG,binance,Extended,539,1421,59.2,0.331,-3.5,1.4,-3.5,0.123,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
XAG,binance,Lighter,539,1421,59.2,0.323,-3.5,1.7,-3.5,0.098,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
XAU,binance,Lighter,539,1421,59.2,0.202,-3.5,-1.5,-3.5,0.053,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
SNDK,binance,Lighter,270,1417,59.0,0.244,-3.5,-6.7,-3.5,0.265,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
MSTR,binance,Lighter,270,1417,59.0,0.306,-3.5,-0.3,-3.5,-0.032,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
NVDA,binance,Lighter,279,1417,59.0,0.153,-3.5,-1.4,-3.5,-0.07,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
NVDA,binance,Extended,279,169,7.0,0.272,-3.5,1.9,-3.5,-1.229,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
ZHIPU,binance,Lighter,139,1105,46.0,0.261,-3.5,4.2,-46.4,-0.839,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
KIOXIA,okx,Lighter,180,465,19.4,0.447,-3.5,24.0,-3.5,1.097,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
NBIS,binance,Lighter,270,1417,59.0,0.176,-3.5,-9.4,-9.7,0.39,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
ORCL,binance,Lighter,275,1417,59.0,0.167,-3.5,-3.0,-3.5,0.076,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
QCOM,binance,Lighter,138,1433,59.7,0.151,-3.5,1.2,-3.5,0.132,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
RKLB,binance,Lighter,270,1417,59.0,0.241,-3.5,-1.8,-3.5,0.124,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
CRCL,binance,Lighter,270,1417,59.0,0.261,-3.5,-2.5,-3.5,0.236,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
MSFT,binance,Coinbase,275,1417,59.0,0.151,-3.5,-8.1,-10.4,0.057,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
MSFT,binance,Lighter,275,1417,59.0,0.068,-3.5,-3.8,-3.5,-0.104,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
SKHY,binance,Lighter,159,1161,48.4,0.349,-3.5,-4.9,-3.5,0.024,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
SOXL,binance,Lighter,270,1417,59.0,0.253,-3.5,-45.0,-5.3,3.994,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
TSM,binance,Lighter,120,1433,59.7,0.112,-3.5,-2.0,-3.5,-0.053,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
WDC,binance,Lighter,161,465,19.4,0.052,-3.5,-4.3,-3.5,-0.243,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
AAPL,binance,Lighter,275,1417,59.0,0.169,-3.5,-2.2,-3.5,0.125,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
AMZN,binance,Lighter,270,1417,59.0,0.195,-3.5,-0.5,-3.5,0.001,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
CBRS,binance,Lighter,270,1417,59.0,0.226,-3.5,0.2,-3.5,0.052,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
DRAM,binance,Lighter,270,1417,59.0,0.308,-3.5,-18.6,-3.5,1.657,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
EWY,binance,Lighter,270,1417,59.0,0.206,-3.5,-2.7,-3.5,0.134,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
MRVL,binance,Lighter,275,1417,59.0,0.247,-3.5,-1.3,-3.5,0.141,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
NOW,binance,Lighter,167,1433,59.7,0.045,-3.5,-2.0,-3.5,0.051,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
QQQ,binance,Lighter,279,1417,59.0,0.205,-3.5,-1.5,-3.5,0.016,0.0,3.5,0.4,-8.4,-13.9,,untested,blocked
ETH,hl,Kraken,2156,1426,59.4,0.223,-3.6,-2.9,-6.9,-0.102,10.9,14.5,0.39,-8.3,-13.8,,untested,reachable
